file,method,precision,recall,recall_w,f2,f2_w
../external/rtt/dataset/real_trace_labelled/11185.csv,HDP-HMM,0.4473684210526316,1.0,1.0,0.8018867924528301,0.8018867924528301
../external/rtt/dataset/real_trace_labelled/11185.csv,cpt_np&MBIC,0.5185185185185185,0.8235294117647058,0.87739559244081,0.7368421052631579,0.770710720676811
../external/rtt/dataset/real_trace_labelled/11185.csv,cpt_poisson&MBIC,0.3333333333333333,0.5294117647058824,0.6866250145024929,0.47368421052631576,0.5665339710578188
../external/rtt/dataset/real_trace_labelled/11185.csv,DPMM,0.06097560975609756,0.8823529411764706,0.9220412882345232,0.2388535031847134,0.24110095734454304
../external/rtt/dataset/real_trace_labelled/11241.csv,HDP-HMM,0.375,1.0,1.0,0.75,0.75
../external/rtt/dataset/real_trace_labelled/11241.csv,cpt_np&MBIC,0.5,1.0,1.0,0.8333333333333334,0.8333333333333334
../external/rtt/dataset/real_trace_labelled/11241.csv,cpt_poisson&MBIC,0.3333333333333333,0.6666666666666666,0.8889164895001072,0.5555555555555556,0.6666790867874536
../external/rtt/dataset/real_trace_labelled/11241.csv,DPMM,0.23076923076923078,1.0,1.0,0.6000000000000001,0.6000000000000001
../external/rtt/dataset/real_trace_labelled/11244.csv,HDP-HMM,0.24242424242424243,1.0,1.0,0.6153846153846154,0.6153846153846154
../external/rtt/dataset/real_trace_labelled/11244.csv,cpt_np&MBIC,0.2,1.0,1.0,0.5555555555555556,0.5555555555555556
../external/rtt/dataset/real_trace_labelled/11244.csv,cpt_poisson&MBIC,0.3333333333333333,0.75,0.6928731171148738,0.6000000000000001,0.5699263904077221
../external/rtt/dataset/real_trace_labelled/11244.csv,DPMM,0.03361344537815126,1.0,1.0,0.14814814814814814,0.14814814814814814
../external/rtt/dataset/real_trace_labelled/11254.csv,HDP-HMM,0.3181818181818182,0.9333333333333333,0.9879002104244275,0.6730769230769231,0.6952314954094357
../external/rtt/dataset/real_trace_labelled/11254.csv,cpt_np&MBIC,0.3125,1.0,1.0,0.6944444444444444,0.6944444444444444
../external/rtt/dataset/real_trace_labelled/11254.csv,cpt_poisson&MBIC,0.3611111111111111,0.8666666666666667,0.9694108257419928,0.6770833333333334,0.725116009916769
../external/rtt/dataset/real_trace_labelled/11254.csv,DPMM,0.07407407407407407,0.9333333333333333,0.9879002104244275,0.28112449799196787,0.28491665014584294
../external/rtt/dataset/real_trace_labelled/11280.csv,HDP-HMM,0.3870967741935484,0.5714285714285714,0.8269246336944496,0.5217391304347825,0.6738059979629456
../external/rtt/dataset/real_trace_labelled/11280.csv,cpt_np&MBIC,0.38235294117647056,0.6190476190476191,0.952778513562316,0.5508474576271186,0.7338230073249349
../external/rtt/dataset/real_trace_labelled/11280.csv,cpt_poisson&MBIC,0.4230769230769231,0.5238095238095238,0.8947347565762537,0.5,0.7316107780635076
../external/rtt/dataset/real_trace_labelled/11280.csv,DPMM,0.03316326530612245,0.6190476190476191,0.9128090433340497,0.1365546218487395,0.14477678504998306
../external/rtt/dataset/real_trace_labelled/11282.csv,HDP-HMM,0.4444444444444444,0.8695652173913043,0.9885979242873959,0.7299270072992701,0.7941380755167059
../external/rtt/dataset/real_trace_labelled/11282.csv,cpt_np&MBIC,0.35,0.6086956521739131,0.9023974226945917,0.5303030303030303,0.6858917900747722
../external/rtt/dataset/real_trace_labelled/11282.csv,cpt_poisson&MBIC,0.48148148148148145,0.5652173913043478,0.9214228564940646,0.5462184873949579,0.7790546152175284
../external/rtt/dataset/real_trace_labelled/11282.csv,DPMM,0.12738853503184713,0.8695652173913043,0.9648370670221171,0.40160642570281124,0.4168133257861609
../external/rtt/dataset/real_trace_labelled/11293.csv,HDP-HMM,0.5,1.0,1.0,0.8333333333333334,0.8333333333333334
../external/rtt/dataset/real_trace_labelled/11293.csv,cpt_np&MBIC,0.36,0.8181818181818182,0.8156823133336236,0.6521739130434782,0.6509020154662915
../external/rtt/dataset/real_trace_labelled/11293.csv,cpt_poisson&MBIC,0.5789473684210527,1.0,1.0,0.873015873015873,0.873015873015873
../external/rtt/dataset/real_trace_labelled/11293.csv,DPMM,0.02849740932642487,1.0,1.0,0.12790697674418605,0.12790697674418605
../external/rtt/dataset/real_trace_labelled/11297.csv,HDP-HMM,0.22580645161290322,0.7,0.7776346211609332,0.49295774647887325,0.5223363926328654
../external/rtt/dataset/real_trace_labelled/11297.csv,cpt_np&MBIC,0.22950819672131148,0.7,0.792547435225346,0.4964539007092199,0.5316796322192883
../external/rtt/dataset/real_trace_labelled/11297.csv,cpt_poisson&MBIC,0.15178571428571427,0.85,0.8813073984064365,0.44270833333333326,0.4493595686979793
../external/rtt/dataset/real_trace_labelled/11297.csv,DPMM,0.013726835964310227,1.0,1.0,0.06506180871828236,0.06506180871828236
../external/rtt/dataset/real_trace_labelled/11311.csv,HDP-HMM,0.39655172413793105,0.8846153846153846,0.9630908845871302,0.7098765432098766,0.7490599050651855
../external/rtt/dataset/real_trace_labelled/11311.csv,cpt_np&MBIC,0.43333333333333335,0.5,0.7531446428126075,0.4850746268656717,0.6562750237144559
../external/rtt/dataset/real_trace_labelled/11311.csv,cpt_poisson&MBIC,0.30357142857142855,0.6538461538461539,0.6131725233810236,0.53125,0.5092911428749992
../external/rtt/dataset/real_trace_labelled/11311.csv,DPMM,0.09665427509293681,1.0,1.0,0.3485254691689008,0.3485254691689008
../external/rtt/dataset/real_trace_labelled/11315.csv,HDP-HMM,0.052083333333333336,0.8333333333333334,0.97991305546467,0.20833333333333334,0.21475823022310758
../external/rtt/dataset/real_trace_labelled/11315.csv,cpt_np&MBIC,0.09302325581395349,0.6666666666666666,0.97991305546467,0.29850746268656714,0.33710907172913784
../external/rtt/dataset/real_trace_labelled/11315.csv,cpt_poisson&MBIC,0.03896103896103896,0.5,0.6598326251333264,0.1485148514851485,0.1575854873837204
../external/rtt/dataset/real_trace_labelled/11315.csv,DPMM,0.04411764705882353,1.0,1.0,0.1875,0.1875
../external/rtt/dataset/real_trace_labelled/11320.csv,HDP-HMM,0.5384615384615384,0.875,0.8689866663303989,0.7777777777777778,0.7739691956029194
../external/rtt/dataset/real_trace_labelled/11320.csv,cpt_np&MBIC,0.65625,0.875,0.8689866663303989,0.8203125,0.8160770979390425
../external/rtt/dataset/real_trace_labelled/11320.csv,cpt_poisson&MBIC,0.6666666666666666,0.6666666666666666,0.7272366499865266,0.6666666666666667,0.7142578737370274
../external/rtt/dataset/real_trace_labelled/11320.csv,DPMM,0.10599078341013825,0.9583333333333334,0.9870267928283322,0.3674121405750799,0.3707175404167497
../external/rtt/dataset/real_trace_labelled/11323.csv,HDP-HMM,0.42028985507246375,1.0,1.0,0.7837837837837838,0.7837837837837838
../external/rtt/dataset/real_trace_labelled/11323.csv,cpt_np&MBIC,0.6046511627906976,0.896551724137931,0.8971108810542137,0.8176100628930817,0.8179820194329572
../external/rtt/dataset/real_trace_labelled/11323.csv,cpt_poisson&MBIC,0.5294117647058824,0.9310344827586207,0.9740227214139905,0.8083832335329342,0.8339491673780745
../external/rtt/dataset/real_trace_labelled/11323.csv,DPMM,0.24,0.6206896551724138,0.8526113059347467,0.4712041884816754,0.5644528221642507
../external/rtt/dataset/real_trace_labelled/11325.csv,HDP-HMM,0.4166666666666667,1.0,1.0,0.78125,0.78125
../external/rtt/dataset/real_trace_labelled/11325.csv,cpt_np&MBIC,0.27586206896551724,0.8,0.9783290434219472,0.5797101449275363,0.6482054337594922
../external/rtt/dataset/real_trace_labelled/11325.csv,cpt_poisson&MBIC,0.4,0.8,0.9783290434219472,0.6666666666666667,0.7588861056488843
../external/rtt/dataset/real_trace_labelled/11325.csv,DPMM,0.1282051282051282,1.0,1.0,0.423728813559322,0.423728813559322
../external/rtt/dataset/real_trace_labelled/11815.csv,HDP-HMM,0.6379310344827587,0.925,0.9715190737266219,0.8486238532110092,0.8795336150389721
../external/rtt/dataset/real_trace_labelled/11815.csv,cpt_np&MBIC,0.5087719298245614,0.725,0.7240223790447569,0.6682027649769585,0.6675381733479806
../external/rtt/dataset/real_trace_labelled/11815.csv,cpt_poisson&MBIC,0.7058823529411765,0.9,0.9364109919950769,0.8530805687203792,0.8789979672131208
../external/rtt/dataset/real_trace_labelled/11815.csv,DPMM,0.12944983818770225,1.0,1.0,0.42643923240938164,0.42643923240938164
../external/rtt/dataset/real_trace_labelled/11819.csv,HDP-HMM,0.30158730158730157,0.926829268292683,0.9713762719385526,0.6551724137931034,0.6726163412254725
../external/rtt/dataset/real_trace_labelled/11819.csv,cpt_np&MBIC,0.32098765432098764,0.6341463414634146,0.704786350174294,0.5306122448979592,0.5687723440597398
../external/rtt/dataset/real_trace_labelled/11819.csv,cpt_poisson&MBIC,0.3902439024390244,0.7804878048780488,0.8708751320551494,0.6504065040650406,0.698755281784232
../external/rtt/dataset/real_trace_labelled/11819.csv,DPMM,0.056768558951965066,0.9512195121951219,0.9354761086458669,0.22914218566392477,0.22840142310899947
../external/rtt/dataset/real_trace_labelled/11824.csv,HDP-HMM,0.1566265060240964,0.8666666666666667,0.8902693070444594,0.4545454545454546,0.4596586195728385
../external/rtt/dataset/real_trace_labelled/11824.csv,cpt_np&MBIC,0.3,0.8,0.7311456945984467,0.6,0.5679108235930985
../external/rtt/dataset/real_trace_labelled/11824.csv,cpt_poisson&MBIC,0.16129032258064516,0.6666666666666666,0.8268244575947775,0.4098360655737705,0.45298938414217516
../external/rtt/dataset/real_trace_labelled/11824.csv,DPMM,0.02027027027027027,1.0,1.0,0.09375,0.09375
../external/rtt/dataset/real_trace_labelled/11833.csv,HDP-HMM,0.07317073170731707,0.6,0.5068634347047279,0.2459016393442623,0.23192881724752828
../external/rtt/dataset/real_trace_labelled/11833.csv,cpt_np&MBIC,0.10810810810810811,0.8,0.7521154519966126,0.3508771929824561,0.34321018028502875
../external/rtt/dataset/real_trace_labelled/11833.csv,cpt_poisson&MBIC,0.18181818181818182,0.4,0.4082957027926372,0.3225806451612903,0.3268652965355023
../external/rtt/dataset/real_trace_labelled/11833.csv,DPMM,0.007751937984496124,0.6,0.6535477200845219,0.03685503685503686,0.037004023801284286
../external/rtt/dataset/real_trace_labelled/12120.csv,HDP-HMM,0.6744186046511628,0.9666666666666667,0.9986552382460941,0.8895705521472392,0.911054660745998
../external/rtt/dataset/real_trace_labelled/12120.csv,cpt_np&MBIC,0.6052631578947368,0.7666666666666667,0.7067533230091858,0.7278481012658229,0.6838207905922785
../external/rtt/dataset/real_trace_labelled/12120.csv,cpt_poisson&MBIC,0.6923076923076923,0.6,0.8514948942871936,0.6164383561643835,0.814058451342298
../external/rtt/dataset/real_trace_labelled/12120.csv,DPMM,0.18633540372670807,1.0,1.0,0.5338078291814946,0.5338078291814946
../external/rtt/dataset/real_trace_labelled/12125.csv,HDP-HMM,0.3448275862068966,0.45454545454545453,0.46568337558383077,0.4273504273504274,0.43517891839611245
../external/rtt/dataset/real_trace_labelled/12125.csv,cpt_np&MBIC,0.19230769230769232,0.45454545454545453,0.6084489864958047,0.35714285714285715,0.4246611739542217
../external/rtt/dataset/real_trace_labelled/12125.csv,cpt_poisson&MBIC,0.23943661971830985,0.7727272727272727,0.8189233974732335,0.5345911949685535,0.5518195943706844
../external/rtt/dataset/real_trace_labelled/12125.csv,DPMM,0.03139013452914798,0.9545454545454546,0.9836395165315257,0.13870541611624834,0.13918398499315776
../external/rtt/dataset/real_trace_labelled/12698.csv,HDP-HMM,0.47368421052631576,1.0,1.0,0.8181818181818182,0.8181818181818182
../external/rtt/dataset/real_trace_labelled/12698.csv,cpt_np&MBIC,0.15384615384615385,0.6666666666666666,0.7397051342229642,0.4,0.41990130142085275
../external/rtt/dataset/real_trace_labelled/12698.csv,cpt_poisson&MBIC,0.5294117647058824,1.0,1.0,0.8490566037735848,0.8490566037735848
../external/rtt/dataset/real_trace_labelled/12698.csv,DPMM,0.02295918367346939,1.0,1.0,0.10514018691588785,0.10514018691588785
../external/rtt/dataset/real_trace_labelled/12707.csv,HDP-HMM,0.09090909090909091,1.0,1.0,0.3333333333333333,0.3333333333333333
../external/rtt/dataset/real_trace_labelled/12707.csv,cpt_np&MBIC,0.10810810810810811,1.0,1.0,0.37735849056603776,0.37735849056603776
../external/rtt/dataset/real_trace_labelled/12707.csv,cpt_poisson&MBIC,0.058823529411764705,0.75,0.8297041420370213,0.22388059701492535,0.2291371162270984
../external/rtt/dataset/real_trace_labelled/12707.csv,DPMM,0.014705882352941176,1.0,1.0,0.06944444444444445,0.06944444444444445
../external/rtt/dataset/real_trace_labelled/12723.csv,HDP-HMM,0.25,0.9333333333333333,0.9391746565334929,0.603448275862069,0.6053958660771047
../external/rtt/dataset/real_trace_labelled/12723.csv,cpt_np&MBIC,0.25925925925925924,0.9333333333333333,0.9391746565334929,0.6140350877192983,0.6160517280616237
../external/rtt/dataset/real_trace_labelled/12723.csv,cpt_poisson&MBIC,0.2894736842105263,0.7333333333333333,0.7019077652690503,0.5612244897959183,0.5462510846118476
../external/rtt/dataset/real_trace_labelled/12723.csv,DPMM,0.051181102362204724,0.8666666666666667,0.8709352596378481,0.20700636942675157,0.20720041828948857
../external/rtt/dataset/real_trace_labelled/12919.csv,HDP-HMM,0.5714285714285714,0.9230769230769231,0.9689751118958384,0.821917808219178,0.850618901372054
../external/rtt/dataset/real_trace_labelled/12919.csv,cpt_np&MBIC,0.5714285714285714,0.9230769230769231,0.9689751118958384,0.821917808219178,0.850618901372054
../external/rtt/dataset/real_trace_labelled/12919.csv,cpt_poisson&MBIC,0.6363636363636364,0.5384615384615384,0.7310670892891181,0.5555555555555556,0.7099365779133623
../external/rtt/dataset/real_trace_labelled/12919.csv,DPMM,0.046875,0.9230769230769231,0.9689751118958384,0.19480519480519481,0.19637564139040628
../external/rtt/dataset/real_trace_labelled/13029.csv,HDP-HMM,0.04807692307692308,0.7142857142857143,0.7047810961372638,0.1893939393939394,0.18885369531702606
../external/rtt/dataset/real_trace_labelled/13029.csv,cpt_np&MBIC,0.12195121951219512,0.7142857142857143,0.7787729428803692,0.36231884057971014,0.3749169949845296
../external/rtt/dataset/real_trace_labelled/13029.csv,cpt_poisson&MBIC,0.0684931506849315,0.7142857142857143,0.7787729428803692,0.24752475247524752,0.25334048074567556
../external/rtt/dataset/real_trace_labelled/13029.csv,DPMM,0.009859154929577466,1.0,1.0,0.047425474254742556,0.047425474254742556
../external/rtt/dataset/real_trace_labelled/13291.csv,HDP-HMM,0.29850746268656714,0.9523809523809523,0.9163976047122194,0.6622516556291389,0.6480950650238381
../external/rtt/dataset/real_trace_labelled/13291.csv,cpt_np&MBIC,0.4634146341463415,0.9047619047619048,0.9694514386422837,0.7599999999999999,0.7956792114073259
../external/rtt/dataset/real_trace_labelled/13291.csv,cpt_poisson&MBIC,0.3877551020408163,0.9047619047619048,0.96116252529065,0.7142857142857144,0.7417765404517697
../external/rtt/dataset/real_trace_labelled/13291.csv,DPMM,0.007744874715261959,0.8095238095238095,0.7898831732016556,0.03729706011408512,0.03726290903670841
../external/rtt/dataset/real_trace_labelled/13746.csv,HDP-HMM,0.6538461538461539,0.8095238095238095,0.9176760355616946,0.7727272727272726,0.8491489470582522
../external/rtt/dataset/real_trace_labelled/13746.csv,cpt_np&MBIC,0.8378378378378378,0.7380952380952381,0.8475318627603313,0.7560975609756098,0.845575153182748
../external/rtt/dataset/real_trace_labelled/13746.csv,cpt_poisson&MBIC,0.59375,0.9047619047619048,0.9646637694830483,0.8189655172413793,0.8575251172952956
../external/rtt/dataset/real_trace_labelled/13746.csv,DPMM,0.1774891774891775,0.9761904761904762,0.9817540623544769,0.5137844611528821,0.5150133340638848
../external/rtt/dataset/real_trace_labelled/13835.csv,HDP-HMM,0.34375,1.0,1.0,0.7236842105263158,0.7236842105263158
../external/rtt/dataset/real_trace_labelled/13835.csv,cpt_np&MBIC,0.3055555555555556,1.0,1.0,0.6875,0.6875
../external/rtt/dataset/real_trace_labelled/13835.csv,cpt_poisson&MBIC,0.4090909090909091,0.8181818181818182,0.9644115208848714,0.6818181818181819,0.7584892233320425
../external/rtt/dataset/real_trace_labelled/13835.csv,DPMM,0.1111111111111111,0.18181818181818182,0.8932336506858415,0.16129032258064513,0.37097184954602797
../external/rtt/dataset/real_trace_labelled/13842.csv,HDP-HMM,0.2413793103448276,0.875,0.8738653905417882,0.5737704918032787,0.5733799527151303
../external/rtt/dataset/real_trace_labelled/13842.csv,cpt_np&MBIC,0.175,0.875,0.8738653905417882,0.48611111111111105,0.4858307586653565
../external/rtt/dataset/real_trace_labelled/13842.csv,cpt_poisson&MBIC,0.2222222222222222,0.5,0.677230232243489,0.4,0.480473053213233
../external/rtt/dataset/real_trace_labelled/13842.csv,DPMM,0.02142857142857143,0.75,0.8356847187321986,0.09615384615384615,0.09717575990803355
../external/rtt/dataset/real_trace_labelled/13864.csv,HDP-HMM,0.14285714285714285,1.0,1.0,0.4545454545454545,0.4545454545454545
../external/rtt/dataset/real_trace_labelled/13864.csv,cpt_np&MBIC,0.06666666666666667,1.0,1.0,0.2631578947368421,0.2631578947368421
../external/rtt/dataset/real_trace_labelled/13864.csv,cpt_poisson&MBIC,0.05714285714285714,0.6666666666666666,0.7833659351018221,0.2127659574468085,0.22117854981466079
../external/rtt/dataset/real_trace_labelled/13864.csv,DPMM,0.004878048780487805,1.0,1.0,0.023923444976076555,0.023923444976076555
../external/rtt/dataset/real_trace_labelled/14206.csv,HDP-HMM,0.1791044776119403,1.0,1.0,0.5217391304347826,0.5217391304347826
../external/rtt/dataset/real_trace_labelled/14206.csv,cpt_np&MBIC,0.14285714285714285,0.4166666666666667,0.21548114512817113,0.3012048192771084,0.19559436162062038
../external/rtt/dataset/real_trace_labelled/14206.csv,cpt_poisson&MBIC,0.17857142857142858,0.8333333333333334,0.5782147679602887,0.4807692307692308,0.3994297818610549
../external/rtt/dataset/real_trace_labelled/14206.csv,DPMM,0.011554621848739496,0.9166666666666666,0.994250110150919,0.055000000000000014,0.05520677929616668
../external/rtt/dataset/real_trace_labelled/15018.csv,HDP-HMM,0.2,0.6153846153846154,0.9339706428708276,0.43478260869565216,0.5386311738960646
../external/rtt/dataset/real_trace_labelled/15018.csv,cpt_np&MBIC,0.4074074074074074,0.8461538461538461,0.9636179941747648,0.6962025316455696,0.7569371801099535
../external/rtt/dataset/real_trace_labelled/15018.csv,cpt_poisson&MBIC,0.4,0.3076923076923077,0.7773266441879718,0.3225806451612903,0.6539502226909881
../external/rtt/dataset/real_trace_labelled/15018.csv,DPMM,0.08196721311475409,0.38461538461538464,0.8063926022392943,0.22123893805309736,0.29136912837917933
../external/rtt/dataset/real_trace_labelled/15271.csv,HDP-HMM,0.5416666666666666,0.6666666666666666,0.8972234170325124,0.6372549019607843,0.7931028925367185
../external/rtt/dataset/real_trace_labelled/15271.csv,cpt_np&MBIC,0.6744186046511628,0.7435897435897436,0.8844731488416251,0.7286432160804021,0.8326082826878616
../external/rtt/dataset/real_trace_labelled/15271.csv,cpt_poisson&MBIC,0.38333333333333336,0.5897435897435898,0.8612808105453701,0.5324074074074076,0.6893754571824572
../external/rtt/dataset/real_trace_labelled/15271.csv,DPMM,0.14795918367346939,0.7435897435897436,0.9301385575482265,0.41193181818181823,0.4521181860820969
../external/rtt/dataset/real_trace_labelled/15630.csv,HDP-HMM,0.43414634146341463,0.956989247311828,0.9918629891424736,0.7712305025996533,0.7891182678621416
../external/rtt/dataset/real_trace_labelled/15630.csv,cpt_np&MBIC,0.5581395348837209,0.5161290322580645,0.7083213379318576,0.5240174672489083,0.6721495136584917
../external/rtt/dataset/real_trace_labelled/15630.csv,cpt_poisson&MBIC,0.5683453237410072,0.8494623655913979,0.9577676918085105,0.7729941291585127,0.8423362573158636
../external/rtt/dataset/real_trace_labelled/15630.csv,DPMM,0.11439114391143912,1.0,1.0,0.3924050632911393,0.3924050632911393
../external/rtt/dataset/real_trace_labelled/16154.csv,HDP-HMM,0.625,1.0,1.0,0.8928571428571429,0.8928571428571429
../external/rtt/dataset/real_trace_labelled/16154.csv,cpt_np&MBIC,0.45454545454545453,1.0,1.0,0.8064516129032256,0.8064516129032256
../external/rtt/dataset/real_trace_labelled/16154.csv,cpt_poisson&MBIC,0.19047619047619047,0.8,0.8280441729085972,0.48780487804878053,0.4959992618258281
../external/rtt/dataset/real_trace_labelled/16154.csv,DPMM,0.07936507936507936,1.0,1.0,0.3012048192771084,0.3012048192771084
../external/rtt/dataset/real_trace_labelled/16933.csv,HDP-HMM,0.3698630136986301,0.9,0.9783029027959429,0.699481865284974,0.7361150036962282
../external/rtt/dataset/real_trace_labelled/16933.csv,cpt_np&MBIC,0.2807017543859649,0.5333333333333333,0.6841422331830058,0.4519774011299435,0.5313926913740146
../external/rtt/dataset/real_trace_labelled/16933.csv,cpt_poisson&MBIC,0.1511627906976744,0.8666666666666667,0.9665027813441788,0.44520547945205485,0.46494252899418087
../external/rtt/dataset/real_trace_labelled/16933.csv,DPMM,0.06208425720620843,0.9333333333333333,0.971316435848219,0.245183887915937,0.2472155459665085
../external/rtt/dataset/real_trace_labelled/17603.csv,HDP-HMM,0.9,0.8181818181818182,0.8760762175545116,0.8333333333333335,0.8807586795626968
../external/rtt/dataset/real_trace_labelled/17603.csv,cpt_np&MBIC,0.37037037037037035,0.9090909090909091,0.9258843559731356,0.704225352112676,0.7122310338267536
../external/rtt/dataset/real_trace_labelled/17603.csv,cpt_poisson&MBIC,0.20454545454545456,0.8181818181818182,0.8760762175545116,0.5113636363636365,0.5288374154243582
../external/rtt/dataset/real_trace_labelled/17603.csv,DPMM,0.039473684210526314,0.8181818181818182,0.8760762175545116,0.16544117647058826,0.16722885594150833
../external/rtt/dataset/real_trace_labelled/17643.csv,HDP-HMM,0.45,0.9,0.8978272370587462,0.7500000000000001,0.7487919373164036
../external/rtt/dataset/real_trace_labelled/17643.csv,cpt_np&MBIC,0.375,0.6,0.8114709383263811,0.5357142857142857,0.6582423270541361
../external/rtt/dataset/real_trace_labelled/17643.csv,cpt_poisson&MBIC,0.4117647058823529,0.7,0.8479729019534036,0.6140350877192983,0.6997211879169218
../external/rtt/dataset/real_trace_labelled/17643.csv,DPMM,0.18181818181818182,1.0,1.0,0.5263157894736843,0.5263157894736843
